,sub_specie,endangered,claw_length_cm,size_cm,tail_length_cm,weight_kg
2727,Linnaeus's two-toed sloth,least_concern,8.751,66.033,0.579,5.566
2728,Linnaeus's two-toed sloth,least_concern,8.561,64.22,-0.204,5.332
2729,Linnaeus's two-toed sloth,least_concern,9.252,65.125,-1.089,5.31
2730,Linnaeus's two-toed sloth,least_concern,7.833,66.287,-0.133,5.166
2731,Linnaeus's two-toed sloth,least_concern,8.126,65.331,0.563,7.382
2732,Linnaeus's two-toed sloth,least_concern,8.234,65.979,-0.527,5.354
2733,Linnaeus's two-toed sloth,least_concern,7.561,66.186,1.089,5.94
2734,Linnaeus's two-toed sloth,least_concern,10.134,65.284,-0.935,5.645
2735,Linnaeus's two-toed sloth,least_concern,11.037,66.875,0.993,5.772
2736,Linnaeus's two-toed sloth,least_concern,9.305,65.232,1.073,6.079
2737,Linnaeus's two-toed sloth,least_concern,9.281,65.668,0.446,5.706
2738,Linnaeus's two-toed sloth,least_concern,8.464,67.766,1.631,6.538
2739,Linnaeus's two-toed sloth,least_concern,8.192,65.584,0.615,6.692
2740,Linnaeus's two-toed sloth,least_concern,9.866,66.585,-1.18,4.804
2741,Linnaeus's two-toed sloth,least_concern,9.755,67.023,-0.737,6.39
2742,Linnaeus's two-toed sloth,least_concern,8.048,65.663,2.555,6.334
2743,Linnaeus's two-toed sloth,least_concern,10.192,66.228,1.163,5.996
2744,Linnaeus's two-toed sloth,least_concern,8.336,66.613,1.43,4.576
2745,Linnaeus's two-toed sloth,least_concern,9.019,65.975,-1.169,6.266
2746,Linnaeus's two-toed sloth,least_concern,7.98,64.852,0.626,5.967
2747,Linnaeus's two-toed sloth,least_concern,8.395,66.352,-1.238,5.298
2748,Linnaeus's two-toed sloth,least_concern,7.982,67.157,0.183,6.331
2749,Linnaeus's two-toed sloth,least_concern,9.095,66.58,0.821,7.401
2750,Linnaeus's two-toed sloth,least_concern,9.274,65.71,-0.802,9.423
2751,Linnaeus's two-toed sloth,least_concern,10.467,67.355,1.253,4.321
2752,Linnaeus's two-toed sloth,least_concern,10.67,65.983,-0.121,7.673
2753,Linnaeus's two-toed sloth,least_concern,9.856,65.568,0.596,8.45
2754,Linnaeus's two-toed sloth,least_concern,8.021,64.866,1.745,5.714
2755,Linnaeus's two-toed sloth,least_concern,9.072,66.783,0.673,7.234
2756,Linnaeus's two-toed sloth,least_concern,8.793,66.028,-0.645,8.042
2757,Linnaeus's two-toed sloth,least_concern,8.617,62.469,0.916,7.828
2758,Linnaeus's two-toed sloth,least_concern,10.644,65.456,0.953,7.827
2759,Linnaeus's two-toed sloth,least_concern,6.029,66.431,-1.261,6.361
2760,Linnaeus's two-toed sloth,least_concern,8.941,67.637,-0.371,3.554
2761,Linnaeus's two-toed sloth,least_concern,9.52,65.299,0.231,6.625
2762,Linnaeus's two-toed sloth,least_concern,9.702,66.307,-0.981,5.826
2763,Linnaeus's two-toed sloth,least_concern,9.919,68.7,-0.531,6.761
2764,Linnaeus's two-toed sloth,least_concern,8.336,64.759,-0.679,6.643
2765,Linnaeus's two-toed sloth,least_concern,9.492,67.334,0.017,4.905
2766,Linnaeus's two-toed sloth,least_concern,8.443,65.702,1.595,6.879
2767,Linnaeus's two-toed sloth,least_concern,9.91,63.807,0.235,5.685
2768,Linnaeus's two-toed sloth,least_concern,9.348,66.163,0.653,5.994
2769,Linnaeus's two-toed sloth,least_concern,9.386,64.472,2.533,5.926
2770,Linnaeus's two-toed sloth,least_concern,9.976,65.952,0.251,6.696
2771,Linnaeus's two-toed sloth,least_concern,9.027,65.776,0.582,6.034
2772,Linnaeus's two-toed sloth,least_concern,5.71,65.161,0.902,4.75
2773,Linnaeus's two-toed sloth,least_concern,9.607,66.943,-0.083,7.684
2774,Linnaeus's two-toed sloth,least_concern,9.108,66.006,-0.03,6.526
2775,Linnaeus's two-toed sloth,least_concern,10.271,66.496,-0.35,7.863
2776,Linnaeus's two-toed sloth,least_concern,9.656,66.21,0.023,7.158
2777,Linnaeus's two-toed sloth,least_concern,7.768,65.488,1.149,6.282
2778,Linnaeus's two-toed sloth,least_concern,9.784,66.565,-0.75,6.37
2779,Linnaeus's two-toed sloth,least_concern,9.249,67.114,1.716,5.419
2780,Linnaeus's two-toed sloth,least_concern,9.016,66.99,0.793,6.729
2781,Linnaeus's two-toed sloth,least_concern,8.508,66.657,0.208,5.86
2782,Linnaeus's two-toed sloth,least_concern,9.351,65.138,-1.042,9.008
2783,Linnaeus's two-toed sloth,least_concern,7.917,64.208,0.922,5.976
2784,Linnaeus's two-toed sloth,least_concern,9.901,64.992,-0.022,4.486
2785,Linnaeus's two-toed sloth,least_concern,8.51,64.205,1.045,5.6
2786,Linnaeus's two-toed sloth,least_concern,9.24,66.765,1.822,7.597
2787,Linnaeus's two-toed sloth,least_concern,10.293,66.406,0.693,6.359
2788,Linnaeus's two-toed sloth,least_concern,9.98,67.429,0.019,7.745
2789,Linnaeus's two-toed sloth,least_concern,7.714,65.618,-0.27,5.247
2790,Linnaeus's two-toed sloth,least_concern,8.895,65.741,-1.06,5.155
2791,Linnaeus's two-toed sloth,least_concern,8.52,66.692,-0.333,4.741
2792,Linnaeus's two-toed sloth,least_concern,8.587,65.43,0.55,7.161
2793,Linnaeus's two-toed sloth,least_concern,10.259,66.119,0.706,6.858
2794,Linnaeus's two-toed sloth,least_concern,6.21,66.181,-0.431,4.958
2795,Linnaeus's two-toed sloth,least_concern,9.762,65.46,0.852,5.727
2796,Linnaeus's two-toed sloth,least_concern,9.982,67.134,-0.304,6.373
2797,Linnaeus's two-toed sloth,least_concern,10.778,66.62,1.267,7.17
2798,Linnaeus's two-toed sloth,least_concern,7.227,66.111,-1.165,5.763
2799,Linnaeus's two-toed sloth,least_concern,8.473,64.801,-0.058,5.536
2800,Linnaeus's two-toed sloth,least_concern,12.058,64.42,-0.626,6.582
2801,Linnaeus's two-toed sloth,least_concern,10.611,66.397,0.738,6.825
2802,Linnaeus's two-toed sloth,least_concern,8.164,66.733,-0.423,6.968
2803,Linnaeus's two-toed sloth,least_concern,10.055,66.226,2.885,4.869
2804,Linnaeus's two-toed sloth,least_concern,9.802,65.209,-0.497,5.65
2805,Linnaeus's two-toed sloth,least_concern,9.171,67.574,0.643,7.209
2806,Linnaeus's two-toed sloth,least_concern,8.756,65.95,-0.755,7.184
2807,Linnaeus's two-toed sloth,least_concern,10.618,64.92,-0.552,5.3
2808,Linnaeus's two-toed sloth,least_concern,10.325,66.398,-0.176,6.507
2809,Linnaeus's two-toed sloth,least_concern,8.348,65.094,1.86,7.255
2810,Linnaeus's two-toed sloth,least_concern,9.384,65.345,0.802,6.152
2811,Linnaeus's two-toed sloth,least_concern,9.935,67.883,-1.394,4.786
2812,Linnaeus's two-toed sloth,least_concern,11.076,65.933,2.427,5.657
2813,Linnaeus's two-toed sloth,least_concern,9.052,64.423,0.766,5.452
2814,Linnaeus's two-toed sloth,least_concern,8.883,65.979,0.327,5.981
2815,Linnaeus's two-toed sloth,least_concern,9.713,65.294,-0.069,6.735
2816,Linnaeus's two-toed sloth,least_concern,9.508,66.011,0.687,5.736
2817,Linnaeus's two-toed sloth,least_concern,8.995,67.035,-0.169,7.286
2818,Linnaeus's two-toed sloth,least_concern,7.702,65.97,0.206,6.668
2819,Linnaeus's two-toed sloth,least_concern,8.818,65.746,0.671,7.308
2820,Linnaeus's two-toed sloth,least_concern,11.159,66.368,-0.249,4.613
2821,Linnaeus's two-toed sloth,least_concern,7.906,65.487,-0.598,4.784
2822,Linnaeus's two-toed sloth,least_concern,9.222,66.189,1.653,5.973
2823,Linnaeus's two-toed sloth,least_concern,9.927,66.412,0.1,7.429
2824,Linnaeus's two-toed sloth,least_concern,8.961,66.989,1.198,5.58
2825,Linnaeus's two-toed sloth,least_concern,9.955,64.115,-2.004,5.943
2826,Linnaeus's two-toed sloth,least_concern,9.664,65.484,-0.543,6.003
2827,Linnaeus's two-toed sloth,least_concern,8.051,65.403,0.71,5.021
2828,Linnaeus's two-toed sloth,least_concern,8.879,66.854,-0.072,5.689
2829,Linnaeus's two-toed sloth,least_concern,9.78,65.054,1.431,5.195
2830,Linnaeus's two-toed sloth,least_concern,9.444,65.636,1.973,5.724
2831,Linnaeus's two-toed sloth,least_concern,10.987,66.342,0.282,5.717
2832,Linnaeus's two-toed sloth,least_concern,9.167,66.729,0.808,5.581
2833,Linnaeus's two-toed sloth,least_concern,8.968,66.578,-0.269,7.589
2834,Linnaeus's two-toed sloth,least_concern,10.556,66.387,0.091,6.059
2835,Linnaeus's two-toed sloth,least_concern,8.915,66.239,-0.715,6.292
2836,Linnaeus's two-toed sloth,least_concern,10.502,67.724,1.301,6.98
2837,Linnaeus's two-toed sloth,least_concern,10.126,65.568,-0.889,7.747
2838,Linnaeus's two-toed sloth,least_concern,10.374,65.547,0.857,6.131
2839,Linnaeus's two-toed sloth,least_concern,8.024,66.566,0.508,7.298
2840,Linnaeus's two-toed sloth,least_concern,10.041,66.362,-1.02,6.407
2841,Linnaeus's two-toed sloth,least_concern,9.932,66.287,-0.046,5.729
2842,Linnaeus's two-toed sloth,least_concern,9.38,65.503,-0.385,8.259
2843,Linnaeus's two-toed sloth,least_concern,7.913,65.398,0.727,4.265
2844,Linnaeus's two-toed sloth,least_concern,8.997,67.242,0.372,5.426
2845,Linnaeus's two-toed sloth,least_concern,9.726,66.337,-0.05,5.052
2846,Linnaeus's two-toed sloth,least_concern,7.416,65.813,0.226,6.538
2847,Linnaeus's two-toed sloth,least_concern,10.285,65.592,1.689,7.289
2848,Linnaeus's two-toed sloth,least_concern,9.863,66.512,1.475,5.085
2849,Linnaeus's two-toed sloth,least_concern,7.584,65.585,-0.072,6.473
2850,Linnaeus's two-toed sloth,least_concern,10.804,65.283,2.673,8.76
2851,Linnaeus's two-toed sloth,least_concern,8.442,64.63,-1.059,6.243
2852,Linnaeus's two-toed sloth,least_concern,7.408,66.418,0.932,6.989
2853,Linnaeus's two-toed sloth,least_concern,8.354,66.843,-1.42,6.974
2854,Linnaeus's two-toed sloth,least_concern,7.657,67.531,0.58,5.023
2855,Linnaeus's two-toed sloth,least_concern,9.336,65.943,0.535,5.801
2856,Linnaeus's two-toed sloth,least_concern,9.287,65.591,0.027,6.369
2857,Linnaeus's two-toed sloth,least_concern,8.791,66.263,-0.417,5.541
2858,Linnaeus's two-toed sloth,least_concern,8.938,67.307,-0.52,5.838
2859,Linnaeus's two-toed sloth,least_concern,7.437,65.072,-0.326,7.181
2860,Linnaeus's two-toed sloth,least_concern,8.453,66.685,1.121,6.1
2861,Linnaeus's two-toed sloth,least_concern,9.555,66.255,1.973,6.601
2862,Linnaeus's two-toed sloth,least_concern,10.594,67.439,-1.908,6.294
2863,Linnaeus's two-toed sloth,least_concern,8.133,66.593,-0.026,6.661
2864,Linnaeus's two-toed sloth,least_concern,8.958,65.136,0.479,5.197
2865,Linnaeus's two-toed sloth,least_concern,9.483,64.559,-0.849,6.381
2866,Linnaeus's two-toed sloth,least_concern,9.14,65.511,1.24,5.964
2867,Linnaeus's two-toed sloth,least_concern,9.126,66.689,0.583,6.396
2868,Linnaeus's two-toed sloth,least_concern,9.682,65.706,-0.63,6.524
2869,Linnaeus's two-toed sloth,least_concern,8.835,67.808,1,6.46
2870,Linnaeus's two-toed sloth,least_concern,9.208,65.992,0.82,7.777
2871,Linnaeus's two-toed sloth,least_concern,10.713,63.871,-0.412,6.598
2872,Linnaeus's two-toed sloth,least_concern,7.532,64.817,-0.761,7.042
2873,Linnaeus's two-toed sloth,least_concern,10.55,63.76,-1.094,4.798
2874,Linnaeus's two-toed sloth,least_concern,7.511,64.803,1.574,7.437
2875,Linnaeus's two-toed sloth,least_concern,8.3,68.034,0.35,7.443
2876,Linnaeus's two-toed sloth,least_concern,8.297,66.631,-1.056,7.079
2877,Linnaeus's two-toed sloth,least_concern,8.707,64.236,-0.125,5.856
2878,Linnaeus's two-toed sloth,least_concern,9.423,66.56,1.002,6.421
2879,Linnaeus's two-toed sloth,least_concern,9.611,66.557,0.782,5.997
2880,Linnaeus's two-toed sloth,least_concern,7.889,65.05,0.684,6.586
2881,Linnaeus's two-toed sloth,least_concern,9.7,64.967,1.475,6.868
2882,Linnaeus's two-toed sloth,least_concern,7.787,66.377,0.089,7.176
2883,Linnaeus's two-toed sloth,least_concern,7.054,67.243,0.736,6.168
2884,Linnaeus's two-toed sloth,least_concern,9.61,65.511,0.403,7.151
2885,Linnaeus's two-toed sloth,least_concern,8.656,67.943,-1.919,6.505
2886,Linnaeus's two-toed sloth,least_concern,8.26,64.762,1.233,6.208
2887,Linnaeus's two-toed sloth,least_concern,7.353,65.029,-0.826,6.135
2888,Linnaeus's two-toed sloth,least_concern,9.61,65.514,0.528,6.018
2889,Linnaeus's two-toed sloth,least_concern,7.658,65.603,-0.385,4.551
2890,Linnaeus's two-toed sloth,least_concern,11.492,65.947,1.19,6.909
2891,Linnaeus's two-toed sloth,least_concern,7.384,66.231,-0.334,6.794
2892,Linnaeus's two-toed sloth,least_concern,7.629,65.814,1.178,6.216
2893,Linnaeus's two-toed sloth,least_concern,7.981,64.656,0.351,7.714
2894,Linnaeus's two-toed sloth,least_concern,7.633,64.642,0.155,7.898
2895,Linnaeus's two-toed sloth,least_concern,10.32,64.976,0.629,5.704
2896,Linnaeus's two-toed sloth,least_concern,9.2,65.86,-1.3,4.692
2897,Linnaeus's two-toed sloth,least_concern,10.206,65.691,1.375,8.084
2898,Linnaeus's two-toed sloth,least_concern,10.743,65.868,0.377,7.241
2899,Linnaeus's two-toed sloth,least_concern,10.183,65.386,-0.722,7.871
2900,Linnaeus's two-toed sloth,least_concern,9.086,66.683,-0.3,6.825
2901,Linnaeus's two-toed sloth,least_concern,10.19,66.339,-0.189,6.115
2902,Linnaeus's two-toed sloth,least_concern,10.122,64.863,-0.973,6.572
2903,Linnaeus's two-toed sloth,least_concern,7.022,65.426,0.95,5.534
2904,Linnaeus's two-toed sloth,least_concern,8.428,65.293,0.858,6.441
2905,Linnaeus's two-toed sloth,least_concern,9.97,65.696,1.839,4.896
2906,Linnaeus's two-toed sloth,least_concern,7.852,66.763,1.15,7.216
2907,Linnaeus's two-toed sloth,least_concern,7.535,63.996,-1.797,6.501
2908,Linnaeus's two-toed sloth,least_concern,8.244,65.266,2.075,5.452
2909,Linnaeus's two-toed sloth,least_concern,9.341,66.114,-0.928,6.834
2910,Linnaeus's two-toed sloth,least_concern,9.792,66.87,0.105,7.56
2911,Linnaeus's two-toed sloth,least_concern,10.465,66.263,-0.795,7.238
2912,Linnaeus's two-toed sloth,least_concern,10.015,65.455,1.55,6.248
2913,Linnaeus's two-toed sloth,least_concern,9.498,67.29,0.479,4.362
2914,Linnaeus's two-toed sloth,least_concern,8.284,65.606,1.128,5.208
2915,Linnaeus's two-toed sloth,least_concern,9.736,65.824,-0.793,7.213
2916,Linnaeus's two-toed sloth,least_concern,9.487,65.932,0.577,6.701
2917,Linnaeus's two-toed sloth,least_concern,8.245,66.181,0.415,5.757
2918,Linnaeus's two-toed sloth,least_concern,9.181,65.152,-0.719,6.209
2919,Linnaeus's two-toed sloth,least_concern,10.337,65.952,1.344,6.31
2920,Linnaeus's two-toed sloth,least_concern,8.14,66.177,0.938,8.209
2921,Linnaeus's two-toed sloth,least_concern,6.288,65.362,-0.093,6.515
2922,Linnaeus's two-toed sloth,least_concern,8.883,66.054,-0.288,6.667
2923,Linnaeus's two-toed sloth,least_concern,8.09,65.886,1.37,7.368
2924,Linnaeus's two-toed sloth,least_concern,11.456,67.266,-1.637,5.434
2925,Linnaeus's two-toed sloth,least_concern,8.027,63.985,0.811,5.802
2926,Linnaeus's two-toed sloth,least_concern,6.406,65.848,0.471,7.99
2927,Linnaeus's two-toed sloth,least_concern,9.259,64.746,-0.102,6.649
2928,Linnaeus's two-toed sloth,least_concern,9.973,66.517,1.167,6.242
2929,Linnaeus's two-toed sloth,least_concern,9.483,66.128,-1.219,5.772
2930,Linnaeus's two-toed sloth,least_concern,9.116,66.93,-0.686,5.065
2931,Linnaeus's two-toed sloth,least_concern,8.737,66.251,-0.885,6.096
2932,Linnaeus's two-toed sloth,least_concern,8.014,65.951,-1.451,5.535
2933,Linnaeus's two-toed sloth,least_concern,9.73,65.871,0.604,5.777
2934,Linnaeus's two-toed sloth,least_concern,9.36,65.146,1.351,6.645
2935,Linnaeus's two-toed sloth,least_concern,10.204,66.217,1.659,7.388
2936,Linnaeus's two-toed sloth,least_concern,8.295,66.301,-1.424,4.986
2937,Linnaeus's two-toed sloth,least_concern,9.001,66.256,-0.893,8.489
2938,Linnaeus's two-toed sloth,least_concern,7.928,65.466,0.931,6.505
2939,Linnaeus's two-toed sloth,least_concern,8.452,67.603,0.149,6.184
2940,Linnaeus's two-toed sloth,least_concern,9.868,65.823,-2.3,8.122
2941,Linnaeus's two-toed sloth,least_concern,11.409,65.698,0.153,8.549
2942,Linnaeus's two-toed sloth,least_concern,9.706,66.076,-0.337,6.515
2943,Linnaeus's two-toed sloth,least_concern,9.777,66.413,0.94,6.82
2944,Linnaeus's two-toed sloth,least_concern,9.834,67.189,1.497,5.794
2945,Linnaeus's two-toed sloth,least_concern,9.311,63.802,1.953,6.637
2946,Linnaeus's two-toed sloth,least_concern,9.332,66.544,0.038,6.32
2947,Linnaeus's two-toed sloth,least_concern,9.755,65.482,2.12,6.53
2948,Linnaeus's two-toed sloth,least_concern,8.812,66.262,-0.05,5.287
2949,Linnaeus's two-toed sloth,least_concern,10.059,66.254,0.101,4.868
2950,Linnaeus's two-toed sloth,least_concern,8.17,66.344,0.274,5.145
2951,Linnaeus's two-toed sloth,least_concern,9.855,68.106,0.9,4.672
2952,Linnaeus's two-toed sloth,least_concern,9.221,66.578,-0.247,6.925
2953,Linnaeus's two-toed sloth,least_concern,8.73,65.174,0.141,5.832
2954,Linnaeus's two-toed sloth,least_concern,9.407,65.862,-1.256,7.871
2955,Linnaeus's two-toed sloth,least_concern,9.892,67.305,1.021,6.555
2956,Linnaeus's two-toed sloth,least_concern,9.72,66.126,0.306,4.856
2957,Linnaeus's two-toed sloth,least_concern,8.923,65.038,0.918,6.369
2958,Linnaeus's two-toed sloth,least_concern,8.316,66.031,-0.701,6.076
2959,Linnaeus's two-toed sloth,least_concern,11.31,65.971,-0.947,7.017
2960,Linnaeus's two-toed sloth,least_concern,9.692,65.437,2.524,7.17
2961,Linnaeus's two-toed sloth,least_concern,9.215,66.192,1.576,6.117
2962,Linnaeus's two-toed sloth,least_concern,8.738,64.234,0.536,5.566
2963,Linnaeus's two-toed sloth,least_concern,9.591,66.786,0.58,4.598
2964,Linnaeus's two-toed sloth,least_concern,10.496,65.875,2.735,5.969
2965,Linnaeus's two-toed sloth,least_concern,8.333,66.34,1.401,7.332
2966,Linnaeus's two-toed sloth,least_concern,9.875,66.907,-1.021,4.822
2967,Linnaeus's two-toed sloth,least_concern,9.041,67.086,0.451,6.917
2968,Linnaeus's two-toed sloth,least_concern,9.151,65.49,0.651,6.763
2969,Linnaeus's two-toed sloth,least_concern,7.561,67.008,0.711,5.384
2970,Linnaeus's two-toed sloth,least_concern,9.446,65.783,1.298,6.672
2971,Linnaeus's two-toed sloth,least_concern,8.566,64.795,-0.592,6.636
2972,Linnaeus's two-toed sloth,least_concern,8.4,67.063,-0.466,7.886
2973,Linnaeus's two-toed sloth,least_concern,10.382,65.932,0.981,5.977
2974,Linnaeus's two-toed sloth,least_concern,8.746,67.408,-0.48,6.584
2975,Linnaeus's two-toed sloth,least_concern,9.387,65.504,1.268,6.11
2976,Linnaeus's two-toed sloth,least_concern,7.619,63.942,-0.756,7.243
2977,Linnaeus's two-toed sloth,least_concern,9.038,65.924,0.703,6.292
2978,Linnaeus's two-toed sloth,least_concern,8.608,65.906,0.878,7.261
2979,Linnaeus's two-toed sloth,least_concern,10.167,67.947,1.577,5.429
2980,Linnaeus's two-toed sloth,least_concern,8.546,65.775,1.334,5.68
2981,Linnaeus's two-toed sloth,least_concern,10.485,65.119,-0.596,5.681
2982,Linnaeus's two-toed sloth,least_concern,8.999,65.56,-0.662,5.011
2983,Linnaeus's two-toed sloth,least_concern,8.333,66.56,0.873,6.476
2984,Linnaeus's two-toed sloth,least_concern,10.588,65.128,1.843,6.091
2985,Linnaeus's two-toed sloth,least_concern,7.334,67.059,0.252,6.57
2986,Linnaeus's two-toed sloth,least_concern,10.12,66.007,0.552,7.1
2987,Linnaeus's two-toed sloth,least_concern,7.585,66.494,-0.061,5.441
2988,Linnaeus's two-toed sloth,least_concern,8.523,65.998,-0.018,5.925
2989,Linnaeus's two-toed sloth,least_concern,10.238,66.506,2.328,7.224
2990,Linnaeus's two-toed sloth,least_concern,8.662,65.945,0.889,6.928
2991,Linnaeus's two-toed sloth,least_concern,7.93,66.763,0.547,7.777
2992,Linnaeus's two-toed sloth,least_concern,10.458,65.913,1.51,7.225
2993,Linnaeus's two-toed sloth,least_concern,9.581,66.894,-0.17,7.009
2994,Linnaeus's two-toed sloth,least_concern,8.9,66.156,0.289,7.122
2995,Linnaeus's two-toed sloth,least_concern,8.504,66.256,-0.737,5.936
2996,Linnaeus's two-toed sloth,least_concern,8.409,66.008,1.202,6.755
2997,Linnaeus's two-toed sloth,least_concern,10.133,65.014,-0.067,4.461
2998,Linnaeus's two-toed sloth,least_concern,8.625,65.515,0.246,5.884
2999,Linnaeus's two-toed sloth,least_concern,10.558,67.178,0.31,6.554
3000,Linnaeus's two-toed sloth,least_concern,8.43,66.102,-0.404,7.481
3001,Linnaeus's two-toed sloth,least_concern,8.034,66.37,-0.051,5.763
3002,Linnaeus's two-toed sloth,least_concern,8.27,67.025,0.933,6.379
3003,Linnaeus's two-toed sloth,least_concern,8.233,66.429,-2.942,8.044
3004,Linnaeus's two-toed sloth,least_concern,7.977,63.835,0.536,7.394
3005,Linnaeus's two-toed sloth,least_concern,9.028,65.247,0.329,5.877
3006,Linnaeus's two-toed sloth,least_concern,10.508,66.433,0.377,6.882
3007,Linnaeus's two-toed sloth,least_concern,7.175,66.343,-0.404,5.728
3008,Linnaeus's two-toed sloth,least_concern,10.244,66.061,-1.033,7.683
3009,Linnaeus's two-toed sloth,least_concern,8.264,65.343,-1.025,5.975
3010,Linnaeus's two-toed sloth,least_concern,9.036,63.848,0.093,8.261
3011,Linnaeus's two-toed sloth,least_concern,8.665,65.876,1.284,4.551
3012,Linnaeus's two-toed sloth,least_concern,10.22,66.68,0.332,7.291
3013,Linnaeus's two-toed sloth,least_concern,10.232,67.721,1.06,8.113
3014,Linnaeus's two-toed sloth,least_concern,7.306,67.066,1.521,7.335
3015,Linnaeus's two-toed sloth,least_concern,9.377,67.657,1.367,6.964
3016,Linnaeus's two-toed sloth,least_concern,8.895,67.745,0.219,7.683
3017,Linnaeus's two-toed sloth,least_concern,9.092,65.729,-0.055,6.741
3018,Linnaeus's two-toed sloth,least_concern,9.32,66.666,0.162,4.849
3019,Linnaeus's two-toed sloth,least_concern,8.963,66.952,2.124,8.147
3020,Linnaeus's two-toed sloth,least_concern,9.743,66.657,1.304,4.963
3021,Linnaeus's two-toed sloth,least_concern,9.049,66.735,0.881,4.413
3022,Linnaeus's two-toed sloth,least_concern,8.913,65.544,0.249,5.337
3023,Linnaeus's two-toed sloth,least_concern,9.066,66.906,1.21,6.781
3024,Linnaeus's two-toed sloth,least_concern,9.58,65.91,0.24,6.135
3025,Linnaeus's two-toed sloth,least_concern,8.766,64.544,1.302,6.638
3026,Linnaeus's two-toed sloth,least_concern,8.141,67.063,-0.068,6.432
3027,Linnaeus's two-toed sloth,least_concern,10.075,65.457,0.375,6.703
3028,Linnaeus's two-toed sloth,least_concern,9.182,66.141,0.12,5.057
3029,Linnaeus's two-toed sloth,least_concern,9.952,66.067,-1.61,5.723
3030,Linnaeus's two-toed sloth,least_concern,10.37,66.442,0.913,7.049
3031,Linnaeus's two-toed sloth,least_concern,8.674,66.824,1.627,6.935
3032,Linnaeus's two-toed sloth,least_concern,8.519,66.831,1.119,6.751
3033,Linnaeus's two-toed sloth,least_concern,7.812,65.049,1.672,6.581
3034,Linnaeus's two-toed sloth,least_concern,7.673,66.352,-0.559,6.574
3035,Linnaeus's two-toed sloth,least_concern,7.817,66.346,-1.296,6.514
3036,Linnaeus's two-toed sloth,least_concern,9.317,66.774,0.77,7.371
3037,Linnaeus's two-toed sloth,least_concern,7.915,65.943,0.723,7.12
3038,Linnaeus's two-toed sloth,least_concern,9.749,67.317,-0.06,3.863
3039,Linnaeus's two-toed sloth,least_concern,9.431,65.887,1.423,7.079
3040,Linnaeus's two-toed sloth,least_concern,8.525,67.333,2.149,7.561
3041,Linnaeus's two-toed sloth,least_concern,8.66,65.736,0.212,8.258
3042,Linnaeus's two-toed sloth,least_concern,9.048,64.664,0.483,6.39
3043,Linnaeus's two-toed sloth,least_concern,7.077,64.659,-0.785,6.134
3044,Linnaeus's two-toed sloth,least_concern,10.464,64.198,0.556,5.902
3045,Linnaeus's two-toed sloth,least_concern,9.589,66.255,1.547,6.969
3046,Linnaeus's two-toed sloth,least_concern,9.088,65.009,2.293,6.865
3047,Linnaeus's two-toed sloth,least_concern,7.816,64.699,0.671,4.433
3048,Linnaeus's two-toed sloth,least_concern,7.229,66.149,0.263,7.206
3049,Linnaeus's two-toed sloth,least_concern,6.486,66.115,0.525,5.054
3050,Linnaeus's two-toed sloth,least_concern,7.451,65.991,-0.581,5.906
3051,Linnaeus's two-toed sloth,least_concern,8.775,66.299,-2.15,4.533
3052,Linnaeus's two-toed sloth,least_concern,7.484,63.204,0.038,4.279
3053,Linnaeus's two-toed sloth,least_concern,8.144,66.036,0.812,5.986
3054,Linnaeus's two-toed sloth,least_concern,9.944,66.283,0.667,6.357
3055,Linnaeus's two-toed sloth,least_concern,10.16,65.867,0.501,6.758
3056,Linnaeus's two-toed sloth,least_concern,8.676,65.474,1.129,6.974
3057,Linnaeus's two-toed sloth,least_concern,8.06,65.167,0.405,7.237
3058,Linnaeus's two-toed sloth,least_concern,8.412,66.068,-1.113,5.477
3059,Linnaeus's two-toed sloth,least_concern,9.266,65.49,0.691,4.724
3060,Linnaeus's two-toed sloth,least_concern,8.562,66.621,2.891,7.213
3061,Linnaeus's two-toed sloth,least_concern,7.66,66.803,-0.75,6.483
3062,Linnaeus's two-toed sloth,least_concern,9.394,67.62,2.177,5.424
3063,Linnaeus's two-toed sloth,least_concern,10.245,65.459,0.001,5.677
3064,Linnaeus's two-toed sloth,least_concern,7.521,65.686,-1.431,7.825
3065,Linnaeus's two-toed sloth,least_concern,9.85,66.682,0.845,7.186
3066,Linnaeus's two-toed sloth,least_concern,9.739,64.487,1.627,5.836
3067,Linnaeus's two-toed sloth,least_concern,8.611,61.754,3.152,7.75
3068,Linnaeus's two-toed sloth,least_concern,10.359,65.615,0.514,6.569
3069,Linnaeus's two-toed sloth,least_concern,8.428,66.437,-0.352,5.864
3070,Linnaeus's two-toed sloth,least_concern,10.898,65.889,1.402,5.692
3071,Linnaeus's two-toed sloth,least_concern,8.79,64.931,-0.098,5.523
3072,Linnaeus's two-toed sloth,least_concern,6.686,65.877,0.847,3.949
3073,Linnaeus's two-toed sloth,least_concern,9.476,66.551,0.99,7.197
3074,Linnaeus's two-toed sloth,least_concern,9.144,66.706,1.84,6.909
3075,Linnaeus's two-toed sloth,least_concern,9.512,65.588,-0.756,6.396
3076,Linnaeus's two-toed sloth,least_concern,7.872,65.749,0.458,5.668
3077,Linnaeus's two-toed sloth,least_concern,9.347,66.766,0.179,6.423
3078,Linnaeus's two-toed sloth,least_concern,9.033,65.82,0.544,7.602
3079,Linnaeus's two-toed sloth,least_concern,10,66.46,0.697,7.537
3080,Linnaeus's two-toed sloth,least_concern,8.431,67.393,0.87,8.933
